country,city,lat,lon,geocode_query,geocode_status
Kyrgyzstan,Bishkek,42.8761424,74.6036724,"Bishkek, Kyrgyzstan",ok_primary
Kyrgyzstan,Bishkek/Manas,42.8684697,74.5869687,"BISHKEK/MANAS, Kyrgyzstan",ok_primary
Montenegro,Tivat,42.4303762,18.6988104,"TIVAT, Montenegro",ok_primary
Montenegro,Podgorica,42.4415238,19.2621081,"PODGORICA, Montenegro",ok_primary
Mongolia,Ulaanbaatar,47.9184676,106.9177016,"Ulaanbaatar, Mongolia",ok_primary
Mongolia,Chinggis Khaan Int A,46.8250388,103.8499736,Mongolia,ok_fallback
Moldova,Chisinau,47.0245117,28.8322923,"CHISINAU, Moldova",ok_primary
Mexico,Oaxaca Aiport,23.6585116,-102.0077097,Mexico,ok_fallback
Mexico,Estado De México,19.4839446,-99.6899716,"ESTADO DE MÉXICO, Mexico",ok_primary
Mexico,Cancun,21.1527467,-86.8425761,"Cancun, Mexico",ok_primary
Mauritius,Mauritius,-20.2534998,57.589573,"MAURITIUS, Mauritius",ok_primary
Malta,Valetta,35.8989979,14.5136607,"Valetta, Malta",ok_primary
Mali,Bamakosrnou,16.3700359,-2.2900239,Mali,ok_fallback
Maldives,Male,4.1779879,73.5107387,"MALE, Maldives",ok_primary
Maldives,Maafaru Internat Air,3.7203503,73.2244152,Maldives,ok_fallback
Netherlands,Maastricht,50.8512438,5.6909768,"MAASTRICHT, Netherlands",ok_primary
Netherlands,Groningen,53.2190652,6.5680077,"Groningen, Netherlands",ok_primary
Netherlands,Groningen/Eelde,53.1214959,6.5817232,"GRONINGEN/EELDE, Netherlands",ok_primary
Netherlands,Eindhoven,51.4485569,5.4501225,"Eindhoven, Netherlands",ok_primary
Netherlands,Amsterdam,52.3730796,4.8924534,"Amsterdam, Netherlands",ok_primary
Morocco,Tanger,35.7696302,-5.8033522,"TANGER, Morocco",ok_primary
Morocco,Rabat,34.0218454,-6.8408929,"RABAT, Morocco",ok_primary
Morocco,Ouarzazate,30.920193,-6.910923,"OUARZAZATE, Morocco",ok_primary
Morocco,Marrakech,31.6258257,-7.9891608,"Marrakech, Morocco",ok_primary
Morocco,Fes/Saiss,33.9290954,-4.9790929,"FES/SAISS, Morocco",ok_primary
Morocco,Casablanca,33.5945144,-7.6200284,"CASABLANCA, Morocco",ok_primary
Morocco,Agadir,30.4205162,-9.5838532,"Agadir, Morocco",ok_primary
Norway,Evenes,68.4968608,16.9069678,"EVENES, Norway",ok_primary
Norway,Bodö,67.2844313,14.3817503,"Bodö, Norway",ok_primary
Norway,Bronnoysund,65.4748755,12.2116394,"BRONNOYSUND, Norway",ok_primary
Norway,Bergen,60.3943055,5.3259192,"BERGEN, Norway",ok_primary
Norway,Bardufoss,69.065637,18.5159237,"BARDUFOSS, Norway",ok_primary
Norway,Alta,69.9666046,23.2733282,"Alta, Norway",ok_primary
North Macedonia,Skopje,41.9962164,21.4318935,"Skopje, North Macedonia",ok_primary
Nigeria,Mallam Aminu Kano In,9.6000359,7.9999721,Nigeria,ok_fallback
Nigeria,Abuja,9.0643305,7.4892974,"ABUJA, Nigeria",ok_primary
Nicaragua,Managua,12.1547116,-86.273725,"MANAGUA, Nicaragua",ok_primary
Netherlands Antilles,St.Maarten,12.1845,-68.6607923,Netherlands Antilles,ok_fallback
Netherlands,Rotterdam,51.9244424,4.47775,"ROTTERDAM, Netherlands",ok_primary
Norway,Röros,62.5745909,11.3836172,"RÖROS, Norway",ok_primary
Norway,Oslo,59.9133301,10.7389701,"Oslo, Norway",ok_primary
Norway,Orland,63.8414053,9.7003652,"ORLAND, Norway",ok_primary
Norway,Molde,62.6016257,8.1386208,"Molde, Norway",ok_primary
Norway,Moss/Rygge,59.3712729,10.7776965,"MOSS/RYGGE, Norway",ok_primary
Norway,Longyearbyen,78.2231558,15.6463656,"Longyearbyen, Norway",ok_primary
Norway,Leknes,68.1474646,13.6115311,"Leknes, Norway",ok_primary
Norway,Kristiansund,63.2168194,7.545259,"Kristiansund, Norway",ok_primary
Norway,Kristiansand,58.0856276,7.931858,"Kristiansand, Norway",ok_primary
Norway,Kirkenes,69.7271478,30.0448971,"Kirkenes, Norway",ok_primary
Norway,Haugesund,59.4682479,5.0827612,"Haugesund, Norway",ok_primary
Norway,Forde,61.4521759,5.8571725,"Forde, Norway",ok_primary
Pakistan,Lahore,31.5656822,74.3141829,"LAHORE, Pakistan",ok_primary
Pakistan,Kaarachi/Jinnanh Int,30.3308401,71.247499,Pakistan,ok_fallback
Pakistan,Islamabad,33.6938118,73.0651511,"Islamabad, Pakistan",ok_primary
Pakistan,Islamabad Int Airpor,30.3308401,71.247499,Pakistan,ok_fallback
Norway,Ålesund,62.4802364,6.5550739,"Ålesund, Norway",ok_primary
Norway,Trondheim,63.4304475,10.3952118,"Trondheim, Norway",ok_primary
Norway,Tromsö,69.6516345,18.9558585,"Tromsö, Norway",ok_primary
Norway,Svolvaer,68.2417024,14.6670816,"Svolvaer, Norway",ok_primary
Norway,Stavanger,58.9699675,5.7318101,"Stavanger, Norway",ok_primary
Norway,Svalbard/Longyearbyn,61.1529386,8.7876653,Norway,ok_fallback
Norway,Stord,59.8641448,5.4106339,"STORD, Norway",ok_primary
Poland,Poznan,52.4006632,16.9197326,"Poznan, Poland",ok_primary
Poland,Nowy Dwor Mazowiecki,52.4306508,20.7154712,"Nowy Dwor Mazowiecki, Poland",ok_primary
Poland,Modlin,52.6215771,17.6106831,"MODLIN, Poland",ok_primary
Poland,Lublin,51.2181945,22.5546776,"Lublin, Poland",ok_primary
Poland,Lodz/Lublinek,51.7209139,19.3592771,"LODZ/LUBLINEK, Poland",ok_primary
Poland,Krakow,50.0469432,19.9971534,"Krakow, Poland",ok_primary
Poland,Katowice,50.2137315,19.0058848,"Katowice, Poland",ok_primary
Poland,Gdynia,54.5164982,18.5402738,"Gdynia, Poland",ok_primary
Poland,Gdansk,54.4288032,18.798327,"Gdansk, Poland",ok_primary
Poland,Bydgoszcz/Szweredowo,52.215933,19.134422,Poland,ok_fallback
Peru,Callao,-12.0864633,-77.2234463,"CALLAO, Peru",ok_primary
Portugal,Porto,41.1502195,-8.6103497,"PORTO, Portugal",ok_primary
Portugal,Ponta Delgada,37.7393398,-25.6689503,"PONTA DELGADA, Portugal",ok_primary
Portugal,Lisbon,38.7077507,-9.1365919,"Lisbon, Portugal",ok_primary
Portugal,Lajes,38.7669312,-27.1031772,"LAJES, Portugal",ok_primary
Portugal,Funchal,32.6496497,-16.9086783,"Funchal, Portugal",ok_primary
Portugal,Faro,37.0162944,-7.935182,"Faro, Portugal",ok_primary
Portugal,Beja,38.0154479,-7.8650368,"BEJA, Portugal",ok_primary
Poland,Wroclaw,51.1089776,17.0326689,"Wroclaw, Poland",ok_primary
Poland,Warsaw,52.2319581,21.0067249,"Warsaw, Poland",ok_primary
Poland,Rzeszow,50.013319,22.0161677,"Rzeszow, Poland",ok_primary
Poland,Radom,51.416727,21.1607392,"RADOM, Poland",ok_primary
Russia,Chertovitskoye,51.8146379,39.2218234,"CHERTOVITSKOYE, Russia",ok_primary
Russia,Belgorod,50.5955595,36.5873394,"BELGOROD, Russia",ok_primary
Russia,Anapa/Vityazevo,45.0026734,37.3451849,"ANAPA/VITYAZEVO, Russia",ok_primary
Romania,Timisoara,45.7538355,21.2257474,"Timisoara, Romania",ok_primary
Romania,Cluj-Napoca,46.769379,23.5899542,"Cluj-Napoca, Romania",ok_primary
Romania,Craiova,44.3190159,23.7965614,"CRAIOVA, Romania",ok_primary
Romania,Bucharest,44.4361414,26.102684,"Bucharest, Romania",ok_primary
Qatar,Doha,25.3108807,51.5081812,"Doha, Qatar",ok_primary
Puerto Rico,Carolina,18.3640599,-65.9526682,"CAROLINA, Puerto Rico",ok_primary
Portugal,Santa Maria,36.9726216,-25.1026495,"SANTA MARIA, Portugal",ok_primary
Portugal,Porto Santo,33.0657845,-16.3362236,"Porto Santo, Portugal",ok_primary
Saudi Arabia,Al Wajh,26.6270634,36.66529,"AL WAJH, Saudi Arabia",ok_primary
Russia,Yekaterinburg,56.8382071,60.6007886,"YEKATERINBURG, Russia",ok_primary
Russia,Ufa,54.7261409,55.947499,"UFA, Russia",ok_primary
Russia,Tomsk Bogashevo Airp,64.6863136,97.7453061,Russia,ok_fallback
Russia,St Petersburg,59.9606739,30.1586551,"ST PETERSBURG, Russia",ok_primary
Russia,Sochi,43.5854823,39.723109,"SOCHI, Russia",ok_primary
Russia,Samara/Kurumoch,53.5057511,50.1569939,"SAMARA/KURUMOCH, Russia",ok_primary
Russia,Ostafyevo,55.4855891,37.5549248,"OSTAFYEVO, Russia",ok_primary
Russia,Oblast,55.5043158,38.0353929,"OBLAST, Russia",ok_primary
Russia,Novosibirsk,55.0288307,82.9226887,"NOVOSIBIRSK, Russia",ok_primary
Russia,Nizhny Novgorod,56.3264816,44.0051395,"NIZHNY NOVGOROD, Russia",ok_primary
Russia,Moscow,55.625578,37.6063916,"Moscow, Russia",ok_primary
Russia,Magnitogorsk,53.4256867,59.0507322,"MAGNITOGORSK, Russia",ok_primary
Russia,Kaliningrad,54.7046485,20.4565666,"KALININGRAD, Russia",ok_primary
Russia,Chkalovsky Airport,55.8812128,38.0529311,"CHKALOVSKY AIRPORT, Russia",ok_primary
Slovenia,Ljubljana,46.0500268,14.5069289,"LJUBLJANA, Slovenia",ok_primary
Slovakia,Piestany,48.5895247,17.8213848,"PIESTANY, Slovakia",ok_primary
Slovakia,Bratislava,48.1516988,17.1093063,"Bratislava, Slovakia",ok_primary
Singapore,Singapore,1.2899175,103.8519072,"SINGAPORE, Singapore",ok_primary
Singapore,Seletar,1.408995,103.8815868,"SELETAR, Singapore",ok_primary
Seychelles,Seychelles Int Airpo,-4.6574977,55.4540146,Seychelles,ok_fallback
Serbia,Nis,43.3162736,21.9212335,"Nis, Serbia",ok_primary
Serbia,Belgrade,44.8153318,20.4456588,"Belgrade, Serbia",ok_primary
Saudi Arabia,Riyadh,24.638916,46.7160104,"RIYADH, Saudi Arabia",ok_primary
Saudi Arabia,Madinah,24.471153,39.6111216,"MADINAH, Saudi Arabia",ok_primary
Saudi Arabia,Jeddah,21.5504432,39.1742363,"Jeddah, Saudi Arabia",ok_primary
Saudi Arabia,Dammam,26.4367824,50.1039991,"DAMMAM, Saudi Arabia",ok_primary
Spain,Bilbao,43.2630018,-2.9350039,"BILBAO, Spain",ok_primary
Spain,Barcelona,41.3825802,2.177073,"BARCELONA, Spain",ok_primary
Spain,Asturias,43.3133868,-5.94192,"ASTURIAS, Spain",ok_primary
Spain,Almeria,36.8685739,-2.3120282,"ALMERIA, Spain",ok_primary
Spain,Alicante,38.3436365,-0.4881708,"ALICANTE, Spain",ok_primary
Spain,Alguaire,41.7361463,0.585933,"ALGUAIRE, Spain",ok_primary
Spain,A Coruna,43.3466447,-8.4127029,"A Coruna, Spain",ok_primary
South Korea,Kimpo,37.6155683,126.7157798,"KIMPO, South Korea",ok_primary
South Korea,Incheon,37.456,126.7052,"INCHEON, South Korea",ok_primary
South Africa,Lanseria,-25.9396667,27.9261711,"LANSERIA, South Africa",ok_primary
South Africa,Kruger Mpumalanga,-26.7467948,28.7647223,"KRUGER MPUMALANGA, South Africa",ok_primary
South Africa,Johannesburg,-26.205,28.049722,"JOHANNESBURG, South Africa",ok_primary
Somalia,Mogadishu,2.0349312,45.3419183,"Mogadishu, Somalia",ok_primary
Slovenia,Maribor,46.5576439,15.6455854,"MARIBOR, Slovenia",ok_primary
Spain,Menorca,39.9492572,4.0499642,"MENORCA, Spain",ok_primary
Spain,Malaga,36.7647913,-4.4422005,"MALAGA, Spain",ok_primary
Spain,Madrid,40.416782,-3.703507,"MADRID, Spain",ok_primary
Spain,Lanzarote,29.0397081,-13.6362916,"Lanzarote, Spain",ok_primary
Spain,La Palma,28.6551163,-17.8572686,"LA PALMA, Spain",ok_primary
Spain,Jerez,36.6816936,-6.1377402,"JEREZ, Spain",ok_primary
Spain,Ibiza,38.9743901,1.4197463,"Ibiza, Spain",ok_primary
Spain,Gran Canaria,27.9580004,-15.6062305,"Gran Canaria, Spain",ok_primary
Spain,Girona,41.9793006,2.8199439,"Girona, Spain",ok_primary
Spain,Granada,37.1734995,-3.5995337,"GRANADA, Spain",ok_primary
Spain,Fuerteventura,28.4003769,-14.0048697,"Fuerteventura, Spain",ok_primary
St. Vincent and the Grenadines,Canouan St. Vincent,12.90447,-61.2765569,St. Vincent and the Grenadines,ok_fallback
Sri Lanka,Colombo,6.9388614,79.8542005,"COLOMBO, Sri Lanka",ok_primary
Spain,Valencia,39.4697065,-0.3763353,"Valencia, Spain",ok_primary
Spain,Tenerife,28.2935785,-16.6214471,"Tenerife, Spain",ok_primary
Spain,Sevilla,37.3886303,-5.9953403,"Sevilla, Spain",ok_primary
Spain,Santiago,42.9189543,-8.550786,"SANTIAGO, Spain",ok_primary
Spain,San Sebastian,43.3224219,-1.9838889,"SAN SEBASTIAN, Spain",ok_primary
Spain,Reus,41.1555564,1.1076133,"REUS, Spain",ok_primary
Spain,Palma,39.5695818,2.6500745,"Palma, Spain",ok_primary
Spain,Murcia,37.9347521,-1.1131029,"MURCIA, Spain",ok_primary
Sweden,Inrikes Flygplats,59.6749712,14.5208584,Sweden,ok_fallback
Sweden,Hemavan,65.8152777,15.08528,"Hemavan, Sweden",ok_primary
Sweden,Halmstad,56.6739826,12.8574827,"Halmstad, Sweden",ok_primary
Sweden,Hagfors,60.0297519,13.6518574,"Hagfors, Sweden",ok_primary
Sweden,Göteborg,57.7072326,11.9670171,"Göteborg, Sweden",ok_primary
Sweden,Gällivare,67.3,20.25,"Gällivare, Sweden",ok_primary
Sweden,Borlänge,60.4856426,15.4234561,"Borlänge, Sweden",ok_primary
Sweden,Arvidsjaur,65.666667,19.25,"Arvidsjaur, Sweden",ok_primary
Sudan/South Sudan,Khartoum,4.9108259,31.5980848,Sudan/South Sudan,ok_fallback
Sweden,Lycksele,64.6,18.166667,"Lycksele, Sweden",ok_primary
Sweden,Luleå,65.5831187,22.1459535,"Luleå, Sweden",ok_primary
Sweden,Linköping,58.4098135,15.6245252,"Linköping, Sweden",ok_primary
Sweden,Kramfors,62.916667,17.666667,"Kramfors, Sweden",ok_primary
Sweden,Kiruna,67.8496111,20.30625,"Kiruna, Sweden",ok_primary
Sweden,Karlstad,59.3809146,13.5027631,"Karlstad, Sweden",ok_primary
Sweden,Kalmar,56.6628826,16.3662382,"Kalmar, Sweden",ok_primary
Sweden,Kristianstad,56.0293778,14.1566859,"KRISTIANSTAD, Sweden",ok_primary
Sweden,Jönköping,57.7825634,14.165719,"JÖNKÖPING, Sweden",ok_primary
Sweden,Stockholm,59.3251172,18.0710935,"Stockholm, Sweden",ok_primary
Sweden,Skellefteå,64.7520185,20.959339,"Skellefteå, Sweden",ok_primary
Sweden,Sveg,62.0360709,14.3598392,"SVEG, Sweden",ok_primary
Sweden,Sundsvall-Härnösand,62.5278157,17.4406275,"SUNDSVALL-HÄRNÖSAND, Sweden",ok_primary
Sweden,Ronneby,56.2100417,15.2760355,"Ronneby, Sweden",ok_primary
Sweden,Pajala,67.25,23.0,"PAJALA, Sweden",ok_primary
Sweden,Nyköping,58.7545409,17.0120656,"Nyköping, Sweden",ok_primary
Sweden,Norrköping,58.5909124,16.1903511,"Norrköping, Sweden",ok_primary
Sweden,Mora,61.0086787,14.5442519,"Mora, Sweden",ok_primary
Sweden,Malmö,55.6052931,13.0001566,"Malmö, Sweden",ok_primary
Sweden,Visby,57.6379361,18.297982,"Visby, Sweden",ok_primary
Sweden,Vilhelmina,64.833333,16.0,"Vilhelmina, Sweden",ok_primary
Sweden,Umeå,63.8256568,20.2630745,"Umeå, Sweden",ok_primary
Sweden,Trollhättan,58.2827931,12.2908612,"Trollhättan, Sweden",ok_primary
Sweden,Torsby,60.5,13.083333,"Torsby, Sweden",ok_primary
Sweden,Såtenäs,58.4421321,12.7007633,"Såtenäs, Sweden",ok_primary
Sweden,Sälen,61.1557237,13.2694088,"Sälen, Sweden",ok_primary
Sweden,Sundsvall Härnösand,62.5278157,17.4406275,"Sundsvall Härnösand, Sweden",ok_primary
Switzerland,Bern,46.9484742,7.4521749,"Bern, Switzerland",ok_primary
Switzerland,Buochs,46.9739978,8.4205883,"BUOCHS, Switzerland",ok_primary
Switzerland,Basel,47.5581077,7.5878261,"BASEL, Switzerland",ok_primary
Switzerland,Altenrhein,47.4903839,9.5540541,"Altenrhein, Switzerland",ok_primary
Sweden,Östersund,63.1793655,14.6357061,"Östersund, Sweden",ok_primary
Sweden,Örnsköldsvik,63.2888613,18.7160209,"Örnsköldsvik, Sweden",ok_primary
Sweden,Örebro,59.2747287,15.2151181,"Örebro, Sweden",ok_primary
Sweden,Öresten,57.4621383,12.6313162,"ÖRESTEN, Sweden",ok_primary
Sweden,Ängelholm,56.2429224,12.8619375,"Ängelholm, Sweden",ok_primary
Sweden,Växjö,56.8787183,14.8094385,"Växjö, Sweden",ok_primary
Thailand,Krabi,8.1111653,99.1097298,"KRABI, Thailand",ok_primary
Thailand,Bangkok,13.7524938,100.4935089,"Bangkok, Thailand",ok_primary
Tanzania,Zanzibar Town,-6.1595616,39.2009686,"ZANZIBAR TOWN, Tanzania",ok_primary
Tajikistan,Tashkent,41.2816724,69.2627202,"Tashkent, Tajikistan",ok_primary
Tajikistan,Dushanbe,38.5767045,68.785433,"DUSHANBE, Tajikistan",ok_primary
Taiwan,Taipei Intl Apt,23.9739374,120.9820179,Taiwan,ok_fallback
Taiwan,Taipei,25.0375198,121.5636796,"TAIPEI, Taiwan",ok_primary
Switzerland,Zurich,47.3744489,8.5410422,"Zürich, Switzerland",ok_primary
Switzerland,Sion,46.2311749,7.3588795,"Sion, Switzerland",ok_primary
Switzerland,St. Gallen,47.425618,9.3762397,"ST. GALLEN, Switzerland",ok_primary
Switzerland,Lugano,46.0038007,8.9512275,"LUGANO, Switzerland",ok_primary
Switzerland,Geneva,46.2017559,6.1466014,"Geneve, Switzerland",ok_primary
Turkey,Izmir,38.4192537,27.128469,"Izmir, Turkey",ok_primary
Turkey,Istanbul,41.006381,28.9758715,"Istanbul, Turkey",ok_primary
Turkey,Antalya,36.8865728,30.7030242,"Antalya, Turkey",ok_primary
Turkey,Ankara,39.9207759,32.8540497,"Ankara, Turkey",ok_primary
Tunisia,Tunis,36.8002068,10.1857757,"Tunis, Tunisia",ok_primary
Tunisia,Monastir,35.7707582,10.8280511,"MONASTIR, Tunisia",ok_primary
Tunisia,Jerba/Zarzis,33.8439408,9.400138,Tunisia,ok_fallback
Tunisia,Enfidha,36.1341194,10.3779916,"Enfidha, Tunisia",ok_primary
Thailand,Rayong/Ban U-Taphao,14.8971921,100.83273,Thailand,ok_fallback
Thailand,Phuket,7.9366015,98.3529292,"Phuket, Thailand",ok_primary
United Arab Emirates,Dubai,25.0742823,55.1885387,"Dubai, United Arab Emirates",ok_primary
United Arab Emirates,Abu Dhabi,24.4538352,54.3774014,"ABU DHABI, United Arab Emirates",ok_primary
Ukraine,Odessa,46.4843023,30.7322878,"ODESSA, Ukraine",ok_primary
Ukraine,Lviv,49.841952,24.0315921,"LVIV, Ukraine",ok_primary
Ukraine,Kyiv,50.4500336,30.5241361,"Kyiv, Ukraine",ok_primary
Ukraine,Kiev,50.4500336,30.5241361,"KIEV, Ukraine",ok_primary
Ukraine,Dnipro,51.5567163,30.6121981,"Dnipro, Ukraine",ok_primary
Uganda,Entebbe,0.0611715,32.4698564,"Entebbe, Uganda",ok_primary
Turks and Caicos Islands,Providenciales,21.8020614,-72.3004456,"PROVIDENCIALES, Turks and Caicos Islands",ok_primary
Turkmenistan,Tashkent,37.9571901,58.360957,"Tashkent, Turkmenistan",ok_primary
Turkmenistan,Ashgabat,37.9378322,58.2359467,"ASHGABAT, Turkmenistan",ok_primary
Turkey,Trabzon,41.0054605,39.7301463,"TRABZON, Turkey",ok_primary
Turkey,Mugla,37.1642053,28.2624288,"MUGLA, Turkey",ok_primary
Turkey,Konya,37.872734,32.4924376,"Konya, Turkey",ok_primary
United Kingdom,Doncaster Sheffield,53.4809342,-1.0107445,"DONCASTER SHEFFIELD, United Kingdom",ok_primary
United Kingdom,Cardiff,51.4816546,-3.1791934,"Cardiff, United Kingdom",ok_primary
United Kingdom,Bristol,51.4538022,-2.5972985,"Bristol, United Kingdom",ok_primary
United Kingdom,Birmingham,52.4948994,-1.8518439,"Birmingham, United Kingdom",ok_primary
United Kingdom,Belfast,54.596391,-5.9301829,"Belfast, United Kingdom",ok_primary
United Kingdom,Brize Norton,51.7664356,-1.5664074,"BRIZE NORTON, United Kingdom",ok_primary
United Kingdom,Bournemouth,50.7446718,-1.8579514,"BOURNEMOUTH, United Kingdom",ok_primary
United Kingdom,Biggin Hill,51.33199,0.029007,"BIGGIN HILL, United Kingdom",ok_primary
United Kingdom,Aberdeen,57.1482429,-2.0928095,"Aberdeen, United Kingdom",ok_primary
United Arab Emirates,Sharjah,24.9760668,56.2536044,"SHARJAH, United Arab Emirates",ok_primary
United Arab Emirates,Ras Al Khaimah,25.7737705,55.938232,"RAS AL KHAIMAH, United Arab Emirates",ok_primary
United Kingdom,Isle Of Man,55.0631283,-3.5557468,"ISLE OF MAN, United Kingdom",ok_primary
United Kingdom,Inverness,57.4790124,-4.225739,"INVERNESS, United Kingdom",ok_primary
United Kingdom,Humberside,53.805128,-0.4907604,"HUMBERSIDE, United Kingdom",ok_primary
United Kingdom,Hawarden,53.1847774,-3.0266607,"HAWARDEN, United Kingdom",ok_primary
United Kingdom,Glasgow,55.861155,-4.2501687,"Glasgow, United Kingdom",ok_primary
United Kingdom,Guernsey,57.1669969,-7.374733,"GUERNSEY, United Kingdom",ok_primary
United Kingdom,Glasgow Prestwick,55.5023054,-4.5775966,"GLASGOW PRESTWICK, United Kingdom",ok_primary
United Kingdom,Farnborough,51.2918693,-0.7539836,"Farnborough, United Kingdom",ok_primary
United Kingdom,Edinburgh,55.9533456,-3.1883749,"Edinburgh, United Kingdom",ok_primary
United Kingdom,Exeter,50.7256138,-3.5269209,"EXETER, United Kingdom",ok_primary
United Kingdom,East Midlands,53.1188177,-1.2597069,"EAST MIDLANDS, United Kingdom",ok_primary
United Kingdom,Durham Tees Valley,54.5094107,-1.4247903,"DURHAM TEES VALLEY, United Kingdom",ok_primary
United Kingdom,Dundee,56.4605938,-2.97019,"DUNDEE, United Kingdom",ok_primary
United Kingdom,Oxford,51.7520131,-1.2578499,"Oxford, United Kingdom",ok_primary
United Kingdom,Nottingham,52.9534193,-1.1496461,"Nottingham, United Kingdom",ok_primary
United Kingdom,Northolt,51.5484582,-0.3695247,"Northolt, United Kingdom",ok_primary
United Kingdom,Newcastle,54.9738474,-1.6131572,"Newcastle, United Kingdom",ok_primary
United Kingdom,Mildenhall,52.3455998,0.5127653,"Mildenhall, United Kingdom",ok_primary
United Kingdom,Manchester,53.4424618,-2.2324547,"Manchester, United Kingdom",ok_primary
United Kingdom,London,51.5074456,-0.1277653,"London, United Kingdom",ok_primary
United Kingdom,Liverpool,53.3933411,-2.9166389,"Liverpool, United Kingdom",ok_primary
United Kingdom,Leeds Bradford,53.8666504,-1.6567819,"LEEDS BRADFORD, United Kingdom",ok_primary
United States,Brunswick Golden Isl,39.7837304,-100.445882,United States,ok_fallback
United States,Bradley,35.1694469,-84.855938,"BRADLEY, United States",ok_primary
United States,Boston,42.3588336,-71.0578303,"BOSTON, United States",ok_primary
United States,Bedford Ma,37.3752078,-79.2486815,"BEDFORD MA, United States",ok_primary
United States,Bangor,44.8016255,-68.7713289,"BANGOR, United States",ok_primary
United States,Baltimore,39.2908816,-76.610759,"BALTIMORE, United States",ok_primary
United States,Austin,30.2711286,-97.7436995,"AUSTIN, United States",ok_primary
United States,Atlanta/Fulton,33.710511,-84.3689965,"ATLANTA/FULTON, United States",ok_primary
United States,Atlanta,33.7544657,-84.3898151,"ATLANTA, United States",ok_primary
United States,Andrews,32.2690953,-102.6042447,"ANDREWS, United States",ok_primary
United States,Allentown,40.6022552,-75.4716115,"ALLENTOWN, United States",ok_primary
United States,"Albany Country, Ny.",42.6455172,-73.7502062,"ALBANY COUNTRY, NY., United States",ok_primary
United States,Addison Airport,32.9699986,-96.8366859,"ADDISON AIRPORT, United States",ok_primary
United Kingdom,Warton,54.1418787,-2.8123655,"WARTON, United Kingdom",ok_primary
United Kingdom,Southend,51.5388241,0.7128137,"SOUTHEND, United Kingdom",ok_primary
United Kingdom,Southampton,50.9025349,-1.404189,"SOUTHAMPTON, United Kingdom",ok_primary
United States,Denver,39.7392364,-104.984862,"DENVER, United States",ok_primary
United States,Dallas,32.7762719,-96.7968559,"DALLAS, United States",ok_primary
United States,Chicago,41.8755616,-87.6244212,"Chicago, United States",ok_primary
United States,Camp Springs,38.8020807,-76.9241908,"Camp Springs, United States",ok_primary
United States,Columbus/Rickenback.,39.7837304,-100.445882,United States,ok_fallback
United States,Columbus/Port Colum.,39.7837304,-100.445882,United States,ok_fallback
United States,Cleveland,41.4996574,-81.6936772,"CLEVELAND, United States",ok_primary
United States,Chattanooga/Lovell,35.0323836,-85.2016779,"CHATTANOOGA/LOVELL, United States",ok_primary
United States,Charlotte/Douglas,35.2107415,-80.9457435,"CHARLOTTE/DOUGLAS, United States",ok_primary
United States,Charles B Wheeler Do,39.7837304,-100.445882,United States,ok_fallback
United States,Camp Springs/Andrews,38.8155455,-76.8798995,"CAMP SPRINGS/ANDREWS, United States",ok_primary
United States,Burlington,44.4761601,-73.212906,"BURLINGTON, United States",ok_primary
United States,Burbank,34.1812089,-118.307201,"BURBANK, United States",ok_primary
United States,Buffalo Niagara Int,42.9402016,-78.7307523,"BUFFALO NIAGARA INT, United States",ok_primary
United States,International Falls,48.601033,-93.4105904,"INTERNATIONAL FALLS, United States",ok_primary
United States,Indianapolis,39.7683331,-86.1583502,"INDIANAPOLIS, United States",ok_primary
United States,Houston,29.7589382,-95.3676974,"HOUSTON, United States",ok_primary
United States,Greensboro,36.0726355,-79.7919754,"GREENSBORO, United States",ok_primary
United States,Greenbay/Austin Stra,39.7837304,-100.445882,United States,ok_fallback
United States,Fargo/Hector Intl,39.7837304,-100.445882,United States,ok_fallback
United States,Fort Lauderdale,26.1223084,-80.1433786,"FORT LAUDERDALE, United States",ok_primary
United States,Farmingdale/Republic,39.7837304,-100.445882,United States,ok_fallback
United States,Erie International A,39.7837304,-100.445882,United States,ok_fallback
United States,Eagle County,39.6161124,-106.7172844,"EAGLE COUNTY, United States",ok_primary
United States,Detroit,42.3315509,-83.0466403,"Detroit, United States",ok_primary
United States,Dupage Airport,41.9057417,-88.2509911,"DUPAGE AIRPORT, United States",ok_primary
United States,Duluth,46.7838287,-92.1052679,"DULUTH, United States",ok_primary
United States,Denver International,39.8606676,-104.6853673,"DENVER INTERNATIONAL, United States",ok_primary
United States,Minneapolis St Paul,44.9227049,-93.0554922,"Minneapolis St Paul, United States",ok_primary
United States,Miami,25.7741566,-80.1935973,"Miami, United States",ok_primary
United States,Moune/Quad-City,39.7837304,-100.445882,United States,ok_fallback
United States,Morristown,40.7970382,-74.4809868,"MORRISTOWN, United States",ok_primary
United States,Moffett Federal Airf,39.7837304,-100.445882,United States,ok_fallback
United States,Minneapolis-St Paul,44.9227049,-93.0554922,"MINNEAPOLIS-ST PAUL, United States",ok_primary
United States,Milwaukee,43.0386475,-87.9090751,"MILWAUKEE, United States",ok_primary
United States,Memphis,35.1460249,-90.0517638,"MEMPHIS, United States",ok_primary
United States,Los Angeles,34.0536909,-118.242766,"Los Angeles, United States",ok_primary
United States,Long Island,40.8514971,-73.0994297,"Long Island, United States",ok_primary
United States,Las Vegas,36.1674263,-115.1484131,"Las Vegas, United States",ok_primary
